city_town,ward,precinct,receiver,votes,office,district
Acushnet,-,1,Biden/ Harris,815,President,
Acushnet,-,1,Trump/ Pence,924,President,
Acushnet,-,1,Jorgensen/ Cohen,23,President,
Acushnet,-,1,Hawkins/ Walker,12,President,
Acushnet,-,1,All Others,3,President,
Acushnet,-,1,No Preference,0,President,
Acushnet,-,1,Blanks,14,President,
Acushnet,-,1,Total Votes Cast,1791,President,
Acushnet,-,2,Biden/ Harris,932,President,
Acushnet,-,2,Trump/ Pence,1176,President,
Acushnet,-,2,Jorgensen/ Cohen,28,President,
Acushnet,-,2,Hawkins/ Walker,8,President,
Acushnet,-,2,All Others,3,President,
Acushnet,-,2,No Preference,0,President,
Acushnet,-,2,Blanks,18,President,
Acushnet,-,2,Total Votes Cast,2165,President,
Acushnet,-,3,Biden/ Harris,917,President,
Acushnet,-,3,Trump/ Pence,1190,President,
Acushnet,-,3,Jorgensen/ Cohen,22,President,
Acushnet,-,3,Hawkins/ Walker,10,President,
Acushnet,-,3,All Others,5,President,
Acushnet,-,3,No Preference,0,President,
Acushnet,-,3,Blanks,26,President,
Acushnet,-,3,Total Votes Cast,2170,President,
Adams,-,1,Biden/ Harris,527,President,
Adams,-,1,Trump/ Pence,253,President,
Adams,-,1,Jorgensen/ Cohen,13,President,
Adams,-,1,Hawkins/ Walker,9,President,
Adams,-,1,All Others,2,President,
Adams,-,1,No Preference,0,President,
Adams,-,1,Blanks,1,President,
Adams,-,1,Total Votes Cast,805,President,
Adams,-,2,Biden/ Harris,574,President,
Adams,-,2,Trump/ Pence,291,President,
Adams,-,2,Jorgensen/ Cohen,18,President,
Adams,-,2,Hawkins/ Walker,5,President,
Adams,-,2,All Others,2,President,
Adams,-,2,No Preference,0,President,
Adams,-,2,Blanks,9,President,
Adams,-,2,Total Votes Cast,899,President,
Adams,-,3,Biden/ Harris,601,President,
Adams,-,3,Trump/ Pence,324,President,
Adams,-,3,Jorgensen/ Cohen,17,President,
Adams,-,3,Hawkins/ Walker,7,President,
Adams,-,3,All Others,2,President,
Adams,-,3,No Preference,0,President,
Adams,-,3,Blanks,6,President,
Adams,-,3,Total Votes Cast,957,President,
Adams,-,4,Biden/ Harris,512,President,
Adams,-,4,Trump/ Pence,269,President,
Adams,-,4,Jorgensen/ Cohen,13,President,
Adams,-,4,Hawkins/ Walker,6,President,
Adams,-,4,All Others,1,President,
Adams,-,4,No Preference,0,President,
Adams,-,4,Blanks,4,President,
Adams,-,4,Total Votes Cast,805,President,
Adams,-,5,Biden/ Harris,680,President,
Adams,-,5,Trump/ Pence,291,President,
Adams,-,5,Jorgensen/ Cohen,16,President,
Adams,-,5,Hawkins/ Walker,8,President,
Adams,-,5,All Others,0,President,
Adams,-,5,No Preference,0,President,
Adams,-,5,Blanks,7,President,
Adams,-,5,Total Votes Cast,1002,President,
Agawam,-,1,Biden/ Harris,825,President,
Agawam,-,1,Trump/ Pence,922,President,
Agawam,-,1,Jorgensen/ Cohen,19,President,
Agawam,-,1,Hawkins/ Walker,5,President,
Agawam,-,1,All Others,6,President,
Agawam,-,1,No Preference,0,President,
Agawam,-,1,Blanks,7,President,
Agawam,-,1,Total Votes Cast,1784,President,
Agawam,-,2,Biden/ Harris,1036,President,
Agawam,-,2,Trump/ Pence,1121,President,
Agawam,-,2,Jorgensen/ Cohen,26,President,
Agawam,-,2,Hawkins/ Walker,8,President,
Agawam,-,2,All Others,3,President,
Agawam,-,2,No Preference,0,President,
Agawam,-,2,Blanks,21,President,
Agawam,-,2,Total Votes Cast,2215,President,
Agawam,-,3,Biden/ Harris,1022,President,
Agawam,-,3,Trump/ Pence,1041,President,
Agawam,-,3,Jorgensen/ Cohen,24,President,
Agawam,-,3,Hawkins/ Walker,11,President,
Agawam,-,3,All Others,10,President,
Agawam,-,3,No Preference,0,President,
Agawam,-,3,Blanks,4,President,
Agawam,-,3,Total Votes Cast,2112,President,
Agawam,-,4,Biden/ Harris,848,President,
Agawam,-,4,Trump/ Pence,836,President,
Agawam,-,4,Jorgensen/ Cohen,26,President,
Agawam,-,4,Hawkins/ Walker,5,President,
Agawam,-,4,All Others,7,President,
Agawam,-,4,No Preference,0,President,
Agawam,-,4,Blanks,6,President,
Agawam,-,4,Total Votes Cast,1728,President,
Agawam,-,5,Biden/ Harris,1131,President,
Agawam,-,5,Trump/ Pence,1074,President,
Agawam,-,5,Jorgensen/ Cohen,18,President,
Agawam,-,5,Hawkins/ Walker,17,President,
Agawam,-,5,All Others,5,President,
Agawam,-,5,No Preference,0,President,
Agawam,-,5,Blanks,5,President,
Agawam,-,5,Total Votes Cast,2250,President,
Agawam,-,6,Biden/ Harris,930,President,
Agawam,-,6,Trump/ Pence,954,President,
Agawam,-,6,Jorgensen/ Cohen,25,President,
Agawam,-,6,Hawkins/ Walker,12,President,
Agawam,-,6,All Others,8,President,
Agawam,-,6,No Preference,0,President,
Agawam,-,6,Blanks,14,President,
Agawam,-,6,Total Votes Cast,1943,President,
Agawam,-,7,Biden/ Harris,910,President,
Agawam,-,7,Trump/ Pence,1074,President,
Agawam,-,7,Jorgensen/ Cohen,29,President,
Agawam,-,7,Hawkins/ Walker,9,President,
Agawam,-,7,All Others,11,President,
Agawam,-,7,No Preference,0,President,
Agawam,-,7,Blanks,9,President,
Agawam,-,7,Total Votes Cast,2042,President,
Agawam,-,8,Biden/ Harris,1092,President,
Agawam,-,8,Trump/ Pence,1051,President,
Agawam,-,8,Jorgensen/ Cohen,19,President,
Agawam,-,8,Hawkins/ Walker,7,President,
Agawam,-,8,All Others,8,President,
Agawam,-,8,No Preference,0,President,
Agawam,-,8,Blanks,11,President,
Agawam,-,8,Total Votes Cast,2188,President,
Alford,-,1,Biden/ Harris,271,President,
Alford,-,1,Trump/ Pence,50,President,
Alford,-,1,Jorgensen/ Cohen,1,President,
Alford,-,1,Hawkins/ Walker,1,President,
Alford,-,1,All Others,2,President,
Alford,-,1,No Preference,0,President,
Alford,-,1,Blanks,5,President,
Alford,-,1,Total Votes Cast,330,President,
Amesbury,-,1,Biden/ Harris,1209,President,
Amesbury,-,1,Trump/ Pence,646,President,
Amesbury,-,1,Jorgensen/ Cohen,25,President,
Amesbury,-,1,Hawkins/ Walker,7,President,
Amesbury,-,1,All Others,8,President,
Amesbury,-,1,No Preference,0,President,
Amesbury,-,1,Blanks,13,President,
Amesbury,-,1,Total Votes Cast,1908,President,
Amesbury,-,2,Biden/ Harris,1165,President,
Amesbury,-,2,Trump/ Pence,502,President,
Amesbury,-,2,Jorgensen/ Cohen,30,President,
Amesbury,-,2,Hawkins/ Walker,11,President,
Amesbury,-,2,All Others,3,President,
Amesbury,-,2,No Preference,0,President,
Amesbury,-,2,Blanks,15,President,
Amesbury,-,2,Total Votes Cast,1726,President,
Amesbury,-,3,Biden/ Harris,1189,President,
Amesbury,-,3,Trump/ Pence,510,President,
Amesbury,-,3,Jorgensen/ Cohen,36,President,
Amesbury,-,3,Hawkins/ Walker,11,President,
Amesbury,-,3,All Others,7,President,
Amesbury,-,3,No Preference,0,President,
Amesbury,-,3,Blanks,6,President,
Amesbury,-,3,Total Votes Cast,1759,President,
Amesbury,-,4,Biden/ Harris,977,President,
Amesbury,-,4,Trump/ Pence,487,President,
Amesbury,-,4,Jorgensen/ Cohen,25,President,
Amesbury,-,4,Hawkins/ Walker,4,President,
Amesbury,-,4,All Others,8,President,
Amesbury,-,4,No Preference,0,President,
Amesbury,-,4,Blanks,4,President,
Amesbury,-,4,Total Votes Cast,1505,President,
Amesbury,-,5,Biden/ Harris,1167,President,
Amesbury,-,5,Trump/ Pence,732,President,
Amesbury,-,5,Jorgensen/ Cohen,39,President,
Amesbury,-,5,Hawkins/ Walker,15,President,
Amesbury,-,5,All Others,12,President,
Amesbury,-,5,No Preference,0,President,
Amesbury,-,5,Blanks,15,President,
Amesbury,-,5,Total Votes Cast,1980,President,
Amesbury,-,6,Biden/ Harris,1079,President,
Amesbury,-,6,Trump/ Pence,449,President,
Amesbury,-,6,Jorgensen/ Cohen,19,President,
Amesbury,-,6,Hawkins/ Walker,6,President,
Amesbury,-,6,All Others,17,President,
Amesbury,-,6,No Preference,0,President,
Amesbury,-,6,Blanks,14,President,
Amesbury,-,6,Total Votes Cast,1584,President,
Amherst,-,1,Biden/ Harris,944,President,
Amherst,-,1,Trump/ Pence,62,President,
Amherst,-,1,Jorgensen/ Cohen,11,President,
Amherst,-,1,Hawkins/ Walker,14,President,
Amherst,-,1,All Others,5,President,
Amherst,-,1,No Preference,0,President,
Amherst,-,1,Blanks,3,President,
Amherst,-,1,Total Votes Cast,1039,President,
Amherst,-,10,Biden/ Harris,528,President,
Amherst,-,10,Trump/ Pence,32,President,
Amherst,-,10,Jorgensen/ Cohen,5,President,
Amherst,-,10,Hawkins/ Walker,6,President,
Amherst,-,10,All Others,1,President,
Amherst,-,10,No Preference,0,President,
Amherst,-,10,Blanks,1,President,
Amherst,-,10,Total Votes Cast,573,President,
Amherst,-,2,Biden/ Harris,1267,President,
Amherst,-,2,Trump/ Pence,121,President,
Amherst,-,2,Jorgensen/ Cohen,10,President,
Amherst,-,2,Hawkins/ Walker,14,President,
Amherst,-,2,All Others,11,President,
Amherst,-,2,No Preference,0,President,
Amherst,-,2,Blanks,3,President,
Amherst,-,2,Total Votes Cast,1426,President,
Amherst,-,3,Biden/ Harris,476,President,
Amherst,-,3,Trump/ Pence,46,President,
Amherst,-,3,Jorgensen/ Cohen,3,President,
Amherst,-,3,Hawkins/ Walker,6,President,
Amherst,-,3,All Others,2,President,
Amherst,-,3,No Preference,0,President,
Amherst,-,3,Blanks,1,President,
Amherst,-,3,Total Votes Cast,534,President,
Amherst,-,4,Biden/ Harris,449,President,
Amherst,-,4,Trump/ Pence,29,President,
Amherst,-,4,Jorgensen/ Cohen,2,President,
Amherst,-,4,Hawkins/ Walker,2,President,
Amherst,-,4,All Others,9,President,
Amherst,-,4,No Preference,0,President,
Amherst,-,4,Blanks,4,President,
Amherst,-,4,Total Votes Cast,495,President,
Amherst,-,5,Biden/ Harris,1019,President,
Amherst,-,5,Trump/ Pence,98,President,
Amherst,-,5,Jorgensen/ Cohen,8,President,
Amherst,-,5,Hawkins/ Walker,16,President,
Amherst,-,5,All Others,2,President,
Amherst,-,5,No Preference,0,President,
Amherst,-,5,Blanks,6,President,
Amherst,-,5,Total Votes Cast,1149,President,
Amherst,-,6,Biden/ Harris,1580,President,
Amherst,-,6,Trump/ Pence,133,President,
Amherst,-,6,Jorgensen/ Cohen,14,President,
Amherst,-,6,Hawkins/ Walker,18,President,
Amherst,-,6,All Others,11,President,
Amherst,-,6,No Preference,0,President,
Amherst,-,6,Blanks,10,President,
Amherst,-,6,Total Votes Cast,1766,President,
Amherst,-,7,Biden/ Harris,1547,President,
Amherst,-,7,Trump/ Pence,150,President,
Amherst,-,7,Jorgensen/ Cohen,14,President,
Amherst,-,7,Hawkins/ Walker,16,President,
Amherst,-,7,All Others,5,President,
Amherst,-,7,No Preference,0,President,
Amherst,-,7,Blanks,8,President,
Amherst,-,7,Total Votes Cast,1740,President,
Amherst,-,8,Biden/ Harris,1765,President,
Amherst,-,8,Trump/ Pence,127,President,
Amherst,-,8,Jorgensen/ Cohen,14,President,
Amherst,-,8,Hawkins/ Walker,17,President,
Amherst,-,8,All Others,7,President,
Amherst,-,8,No Preference,0,President,
Amherst,-,8,Blanks,3,President,
Amherst,-,8,Total Votes Cast,1933,President,
Amherst,-,9,Biden/ Harris,1143,President,
Amherst,-,9,Trump/ Pence,75,President,
Amherst,-,9,Jorgensen/ Cohen,8,President,
Amherst,-,9,Hawkins/ Walker,20,President,
Amherst,-,9,All Others,9,President,
Amherst,-,9,No Preference,0,President,
Amherst,-,9,Blanks,3,President,
Amherst,-,9,Total Votes Cast,1258,President,
Andover,-,1,Biden/ Harris,1362,President,
Andover,-,1,Trump/ Pence,477,President,
Andover,-,1,Jorgensen/ Cohen,24,President,
Andover,-,1,Hawkins/ Walker,10,President,
Andover,-,1,All Others,12,President,
Andover,-,1,No Preference,0,President,
Andover,-,1,Blanks,13,President,
Andover,-,1,Total Votes Cast,1898,President,
Andover,-,2,Biden/ Harris,1717,President,
Andover,-,2,Trump/ Pence,843,President,
Andover,-,2,Jorgensen/ Cohen,27,President,
Andover,-,2,Hawkins/ Walker,16,President,
Andover,-,2,All Others,21,President,
Andover,-,2,No Preference,0,President,
Andover,-,2,Blanks,5,President,
Andover,-,2,Total Votes Cast,2629,President,
Andover,-,3,Biden/ Harris,1658,President,
Andover,-,3,Trump/ Pence,663,President,
Andover,-,3,Jorgensen/ Cohen,37,President,
Andover,-,3,Hawkins/ Walker,11,President,
Andover,-,3,All Others,16,President,
Andover,-,3,No Preference,0,President,
Andover,-,3,Blanks,9,President,
Andover,-,3,Total Votes Cast,2394,President,
Andover,-,4,Biden/ Harris,1583,President,
Andover,-,4,Trump/ Pence,812,President,
Andover,-,4,Jorgensen/ Cohen,33,President,
Andover,-,4,Hawkins/ Walker,12,President,
Andover,-,4,All Others,23,President,
Andover,-,4,No Preference,0,President,
Andover,-,4,Blanks,16,President,
Andover,-,4,Total Votes Cast,2479,President,
Andover,-,5,Biden/ Harris,1756,President,
Andover,-,5,Trump/ Pence,927,President,
Andover,-,5,Jorgensen/ Cohen,39,President,
Andover,-,5,Hawkins/ Walker,5,President,
Andover,-,5,All Others,18,President,
Andover,-,5,No Preference,0,President,
Andover,-,5,Blanks,21,President,
Andover,-,5,Total Votes Cast,2766,President,
Andover,-,6,Biden/ Harris,1628,President,
Andover,-,6,Trump/ Pence,813,President,
Andover,-,6,Jorgensen/ Cohen,34,President,
Andover,-,6,Hawkins/ Walker,11,President,
Andover,-,6,All Others,15,President,
Andover,-,6,No Preference,0,President,
Andover,-,6,Blanks,17,President,
Andover,-,6,Total Votes Cast,2518,President,
Andover,-,7,Biden/ Harris,1253,President,
Andover,-,7,Trump/ Pence,594,President,
Andover,-,7,Jorgensen/ Cohen,19,President,
Andover,-,7,Hawkins/ Walker,16,President,
Andover,-,7,All Others,10,President,
Andover,-,7,No Preference,0,President,
Andover,-,7,Blanks,27,President,
Andover,-,7,Total Votes Cast,1919,President,
Andover,-,7A,Biden/ Harris,352,President,
Andover,-,7A,Trump/ Pence,154,President,
Andover,-,7A,Jorgensen/ Cohen,15,President,
Andover,-,7A,Hawkins/ Walker,7,President,
Andover,-,7A,All Others,2,President,
Andover,-,7A,No Preference,0,President,
Andover,-,7A,Blanks,6,President,
Andover,-,7A,Total Votes Cast,536,President,
Andover,-,8,Biden/ Harris,1602,President,
Andover,-,8,Trump/ Pence,678,President,
Andover,-,8,Jorgensen/ Cohen,30,President,
Andover,-,8,Hawkins/ Walker,9,President,
Andover,-,8,All Others,23,President,
Andover,-,8,No Preference,0,President,
Andover,-,8,Blanks,20,President,
Andover,-,8,Total Votes Cast,2362,President,
Andover,-,9,Biden/ Harris,1592,President,
Andover,-,9,Trump/ Pence,732,President,
Andover,-,9,Jorgensen/ Cohen,33,President,
Andover,-,9,Hawkins/ Walker,8,President,
Andover,-,9,All Others,11,President,
Andover,-,9,No Preference,0,President,
Andover,-,9,Blanks,24,President,
Andover,-,9,Total Votes Cast,2400,President,
Aquinnah,-,1,Biden/ Harris,311,President,
Aquinnah,-,1,Trump/ Pence,34,President,
Aquinnah,-,1,Jorgensen/ Cohen,8,President,
Aquinnah,-,1,Hawkins/ Walker,1,President,
Aquinnah,-,1,All Others,1,President,
Aquinnah,-,1,No Preference,0,President,
Aquinnah,-,1,Blanks,0,President,
Aquinnah,-,1,Total Votes Cast,355,President,
Arlington,-,1,Biden/ Harris,885,President,
Arlington,-,1,Trump/ Pence,154,President,
Arlington,-,1,Jorgensen/ Cohen,11,President,
Arlington,-,1,Hawkins/ Walker,4,President,
Arlington,-,1,All Others,5,President,
Arlington,-,1,No Preference,0,President,
Arlington,-,1,Blanks,10,President,
Arlington,-,1,Total Votes Cast,1069,President,
Arlington,-,10,Biden/ Harris,1246,President,
Arlington,-,10,Trump/ Pence,179,President,
Arlington,-,10,Jorgensen/ Cohen,13,President,
Arlington,-,10,Hawkins/ Walker,4,President,
Arlington,-,10,All Others,2,President,
Arlington,-,10,No Preference,0,President,
Arlington,-,10,Blanks,13,President,
Arlington,-,10,Total Votes Cast,1457,President,
Arlington,-,11,Biden/ Harris,1187,President,
Arlington,-,11,Trump/ Pence,255,President,
Arlington,-,11,Jorgensen/ Cohen,6,President,
Arlington,-,11,Hawkins/ Walker,7,President,
Arlington,-,11,All Others,5,President,
Arlington,-,11,No Preference,0,President,
Arlington,-,11,Blanks,15,President,
Arlington,-,11,Total Votes Cast,1475,President,
Arlington,-,12,Biden/ Harris,1300,President,
Arlington,-,12,Trump/ Pence,223,President,
Arlington,-,12,Jorgensen/ Cohen,13,President,
Arlington,-,12,Hawkins/ Walker,6,President,
Arlington,-,12,All Others,5,President,
Arlington,-,12,No Preference,0,President,
Arlington,-,12,Blanks,15,President,
Arlington,-,12,Total Votes Cast,1562,President,
Arlington,-,13,Biden/ Harris,992,President,
Arlington,-,13,Trump/ Pence,368,President,
Arlington,-,13,Jorgensen/ Cohen,15,President,
Arlington,-,13,Hawkins/ Walker,8,President,
Arlington,-,13,All Others,8,President,
Arlington,-,13,No Preference,0,President,
Arlington,-,13,Blanks,9,President,
Arlington,-,13,Total Votes Cast,1400,President,
Arlington,-,14,Biden/ Harris,1116,President,
Arlington,-,14,Trump/ Pence,189,President,
Arlington,-,14,Jorgensen/ Cohen,14,President,
Arlington,-,14,Hawkins/ Walker,5,President,
Arlington,-,14,All Others,1,President,
Arlington,-,14,No Preference,0,President,
Arlington,-,14,Blanks,7,President,
Arlington,-,14,Total Votes Cast,1332,President,
Arlington,-,15,Biden/ Harris,1192,President,
Arlington,-,15,Trump/ Pence,274,President,
Arlington,-,15,Jorgensen/ Cohen,6,President,
Arlington,-,15,Hawkins/ Walker,10,President,
Arlington,-,15,All Others,9,President,
Arlington,-,15,No Preference,0,President,
Arlington,-,15,Blanks,12,President,
Arlington,-,15,Total Votes Cast,1503,President,
Arlington,-,16,Biden/ Harris,1083,President,
Arlington,-,16,Trump/ Pence,203,President,
Arlington,-,16,Jorgensen/ Cohen,9,President,
Arlington,-,16,Hawkins/ Walker,9,President,
Arlington,-,16,All Others,6,President,
Arlington,-,16,No Preference,0,President,
Arlington,-,16,Blanks,11,President,
Arlington,-,16,Total Votes Cast,1321,President,
Arlington,-,17,Biden/ Harris,1059,President,
Arlington,-,17,Trump/ Pence,182,President,
Arlington,-,17,Jorgensen/ Cohen,9,President,
Arlington,-,17,Hawkins/ Walker,7,President,
Arlington,-,17,All Others,6,President,
Arlington,-,17,No Preference,0,President,
Arlington,-,17,Blanks,9,President,
Arlington,-,17,Total Votes Cast,1272,President,
Arlington,-,18,Biden/ Harris,1120,President,
Arlington,-,18,Trump/ Pence,307,President,
Arlington,-,18,Jorgensen/ Cohen,14,President,
Arlington,-,18,Hawkins/ Walker,9,President,
Arlington,-,18,All Others,6,President,
Arlington,-,18,No Preference,0,President,
Arlington,-,18,Blanks,4,President,
Arlington,-,18,Total Votes Cast,1460,President,
Arlington,-,19,Biden/ Harris,1145,President,
Arlington,-,19,Trump/ Pence,233,President,
Arlington,-,19,Jorgensen/ Cohen,13,President,
Arlington,-,19,Hawkins/ Walker,6,President,
Arlington,-,19,All Others,2,President,
Arlington,-,19,No Preference,0,President,
Arlington,-,19,Blanks,10,President,
Arlington,-,19,Total Votes Cast,1409,President,
Arlington,-,2,Biden/ Harris,1196,President,
Arlington,-,2,Trump/ Pence,216,President,
Arlington,-,2,Jorgensen/ Cohen,12,President,
Arlington,-,2,Hawkins/ Walker,5,President,
Arlington,-,2,All Others,5,President,
Arlington,-,2,No Preference,0,President,
Arlington,-,2,Blanks,10,President,
Arlington,-,2,Total Votes Cast,1444,President,
Arlington,-,20,Biden/ Harris,1100,President,
Arlington,-,20,Trump/ Pence,196,President,
Arlington,-,20,Jorgensen/ Cohen,11,President,
Arlington,-,20,Hawkins/ Walker,6,President,
Arlington,-,20,All Others,10,President,
Arlington,-,20,No Preference,0,President,
Arlington,-,20,Blanks,9,President,
Arlington,-,20,Total Votes Cast,1332,President,
Arlington,-,21,Biden/ Harris,1150,President,
Arlington,-,21,Trump/ Pence,156,President,
Arlington,-,21,Jorgensen/ Cohen,11,President,
Arlington,-,21,Hawkins/ Walker,10,President,
Arlington,-,21,All Others,4,President,
Arlington,-,21,No Preference,0,President,
Arlington,-,21,Blanks,17,President,
Arlington,-,21,Total Votes Cast,1348,President,
Arlington,-,3,Biden/ Harris,1223,President,
Arlington,-,3,Trump/ Pence,137,President,
Arlington,-,3,Jorgensen/ Cohen,11,President,
Arlington,-,3,Hawkins/ Walker,10,President,
Arlington,-,3,All Others,6,President,
Arlington,-,3,No Preference,0,President,
Arlington,-,3,Blanks,11,President,
Arlington,-,3,Total Votes Cast,1398,President,
Arlington,-,4,Biden/ Harris,1112,President,
Arlington,-,4,Trump/ Pence,169,President,
Arlington,-,4,Jorgensen/ Cohen,12,President,
Arlington,-,4,Hawkins/ Walker,5,President,
Arlington,-,4,All Others,10,President,
Arlington,-,4,No Preference,0,President,
Arlington,-,4,Blanks,10,President,
Arlington,-,4,Total Votes Cast,1318,President,
Arlington,-,5,Biden/ Harris,1095,President,
Arlington,-,5,Trump/ Pence,207,President,
Arlington,-,5,Jorgensen/ Cohen,9,President,
Arlington,-,5,Hawkins/ Walker,9,President,
Arlington,-,5,All Others,5,President,
Arlington,-,5,No Preference,0,President,
Arlington,-,5,Blanks,7,President,
Arlington,-,5,Total Votes Cast,1332,President,
Arlington,-,6,Biden/ Harris,1084,President,
Arlington,-,6,Trump/ Pence,173,President,
Arlington,-,6,Jorgensen/ Cohen,14,President,
Arlington,-,6,Hawkins/ Walker,7,President,
Arlington,-,6,All Others,6,President,
Arlington,-,6,No Preference,0,President,
Arlington,-,6,Blanks,5,President,
Arlington,-,6,Total Votes Cast,1289,President,
Arlington,-,7,Biden/ Harris,1080,President,
Arlington,-,7,Trump/ Pence,168,President,
Arlington,-,7,Jorgensen/ Cohen,9,President,
Arlington,-,7,Hawkins/ Walker,13,President,
Arlington,-,7,All Others,3,President,
Arlington,-,7,No Preference,0,President,
Arlington,-,7,Blanks,4,President,
Arlington,-,7,Total Votes Cast,1277,President,
Arlington,-,8,Biden/ Harris,1281,President,
Arlington,-,8,Trump/ Pence,173,President,
Arlington,-,8,Jorgensen/ Cohen,11,President,
Arlington,-,8,Hawkins/ Walker,4,President,
Arlington,-,8,All Others,6,President,
Arlington,-,8,No Preference,0,President,
Arlington,-,8,Blanks,6,President,
Arlington,-,8,Total Votes Cast,1481,President,
Arlington,-,9,Biden/ Harris,1025,President,
Arlington,-,9,Trump/ Pence,219,President,
Arlington,-,9,Jorgensen/ Cohen,9,President,
Arlington,-,9,Hawkins/ Walker,5,President,
Arlington,-,9,All Others,8,President,
Arlington,-,9,No Preference,0,President,
Arlington,-,9,Blanks,14,President,
Arlington,-,9,Total Votes Cast,1280,President,
Ashburnham,-,1,Biden/ Harris,2030,President,
Ashburnham,-,1,Trump/ Pence,1667,President,
Ashburnham,-,1,Jorgensen/ Cohen,87,President,
Ashburnham,-,1,Hawkins/ Walker,21,President,
Ashburnham,-,1,All Others,22,President,
Ashburnham,-,1,No Preference,0,President,
Ashburnham,-,1,Blanks,10,President,
Ashburnham,-,1,Total Votes Cast,3837,President,
Ashby,-,1,Biden/ Harris,956,President,
Ashby,-,1,Trump/ Pence,1008,President,
Ashby,-,1,Jorgensen/ Cohen,41,President,
Ashby,-,1,Hawkins/ Walker,16,President,
Ashby,-,1,All Others,2,President,
Ashby,-,1,No Preference,0,President,
Ashby,-,1,Blanks,9,President,
Ashby,-,1,Total Votes Cast,2032,President,
Ashfield,-,1,Biden/ Harris,993,President,
Ashfield,-,1,Trump/ Pence,180,President,
Ashfield,-,1,Jorgensen/ Cohen,30,President,
Ashfield,-,1,Hawkins/ Walker,12,President,
Ashfield,-,1,All Others,3,President,
