city_town,ward,precinct,receiver,votes,office,district
Bourne,-,6,Kathleen Fox Alfano,583,State Representative,Third Barnstable
Bourne,-,6,All Others,0,State Representative,Third Barnstable
Bourne,-,6,Blanks,39,State Representative,Third Barnstable
Bourne,-,6,Total Votes Cast,1208,State Representative,Third Barnstable
Bourne,-,7,Steven G. Xiarhos,838,State Representative,Fifth Barnstable
Bourne,-,7,All Others,29,State Representative,Fifth Barnstable
Bourne,-,7,Blanks,304,State Representative,Fifth Barnstable
Bourne,-,7,Total Votes Cast,1171,State Representative,Fifth Barnstable
Boxborough,,,Danillo A. Sena,1853,State Representative,Thirty-Seventh Middlesex
Boxborough,,,All Others,35,State Representative,Thirty-Seventh Middlesex
Boxborough,,,Blanks,582,State Representative,Thirty-Seventh Middlesex
Boxborough,,,Total Votes Cast,2470,State Representative,Thirty-Seventh Middlesex
Boxford,-,2,Adrianne Ramos,754,State Representative,Fourteenth Essex
Boxford,-,2,Joseph G. Finn,682,State Representative,Fourteenth Essex
Boxford,-,2,All Others,0,State Representative,Fourteenth Essex
Boxford,-,2,Blanks,28,State Representative,Fourteenth Essex
Boxford,-,2,Total Votes Cast,1464,State Representative,Fourteenth Essex
Boxford,-,3,Adrianne Ramos,645,State Representative,Fourteenth Essex
Boxford,-,3,Joseph G. Finn,680,State Representative,Fourteenth Essex
Boxford,-,3,All Others,2,State Representative,Fourteenth Essex
Boxford,-,3,Blanks,45,State Representative,Fourteenth Essex
Boxford,-,3,Total Votes Cast,1372,State Representative,Fourteenth Essex
Boxford,,,Tram T. Nguyen,748,State Representative,Eighteenth Essex
Boxford,,,Jeffrey Peter Dufour,564,State Representative,Eighteenth Essex
Boxford,,,All Others,2,State Representative,Eighteenth Essex
Boxford,,,Blanks,17,State Representative,Eighteenth Essex
Boxford,,,Total Votes Cast,1331,State Representative,Eighteenth Essex
Boylston,,,Meghan Kilcoyne,1518,State Representative,Twelfth Worcester
Boylston,,,Michael A. Vulcano,1046,State Representative,Twelfth Worcester
Boylston,,,All Others,0,State Representative,Twelfth Worcester
Boylston,,,Blanks,69,State Representative,Twelfth Worcester
Boylston,,,Total Votes Cast,2633,State Representative,Twelfth Worcester
Braintree,-,1A,Mark J. Cusack,874,State Representative,Fifth Norfolk
Braintree,-,1A,All Others,23,State Representative,Fifth Norfolk
Braintree,-,1A,Blanks,418,State Representative,Fifth Norfolk
Braintree,-,1A,Total Votes Cast,1315,State Representative,Fifth Norfolk
Braintree,-,1B,Mark J. Cusack,708,State Representative,Fifth Norfolk
Braintree,-,1B,All Others,32,State Representative,Fifth Norfolk
Braintree,-,1B,Blanks,418,State Representative,Fifth Norfolk
Braintree,-,1B,Total Votes Cast,1158,State Representative,Fifth Norfolk
Braintree,-,2A,Mark J. Cusack,918,State Representative,Fifth Norfolk
Braintree,-,2A,All Others,35,State Representative,Fifth Norfolk
Braintree,-,2A,Blanks,386,State Representative,Fifth Norfolk
Braintree,-,2A,Total Votes Cast,1339,State Representative,Fifth Norfolk
Braintree,-,2B,Mark J. Cusack,813,State Representative,Fifth Norfolk
Braintree,-,2B,All Others,34,State Representative,Fifth Norfolk
Braintree,-,2B,Blanks,445,State Representative,Fifth Norfolk
Braintree,-,2B,Total Votes Cast,1292,State Representative,Fifth Norfolk
Braintree,-,3A,Mark J. Cusack,722,State Representative,Fifth Norfolk
Braintree,-,3A,All Others,20,State Representative,Fifth Norfolk
Braintree,-,3A,Blanks,325,State Representative,Fifth Norfolk
Braintree,-,3A,Total Votes Cast,1067,State Representative,Fifth Norfolk
Braintree,-,3B,Mark J. Cusack,779,State Representative,Fifth Norfolk
Braintree,-,3B,All Others,26,State Representative,Fifth Norfolk
Braintree,-,3B,Blanks,350,State Representative,Fifth Norfolk
Braintree,-,3B,Total Votes Cast,1155,State Representative,Fifth Norfolk
Braintree,-,4A,Mark J. Cusack,770,State Representative,Fifth Norfolk
Braintree,-,4A,All Others,30,State Representative,Fifth Norfolk
Braintree,-,4A,Blanks,369,State Representative,Fifth Norfolk
Braintree,-,4A,Total Votes Cast,1169,State Representative,Fifth Norfolk
Braintree,-,4B,Mark J. Cusack,740,State Representative,Fifth Norfolk
Braintree,-,4B,All Others,18,State Representative,Fifth Norfolk
Braintree,-,4B,Blanks,295,State Representative,Fifth Norfolk
Braintree,-,4B,Total Votes Cast,1053,State Representative,Fifth Norfolk
Braintree,-,5A,Mark J. Cusack,780,State Representative,Fifth Norfolk
Braintree,-,5A,All Others,27,State Representative,Fifth Norfolk
Braintree,-,5A,Blanks,442,State Representative,Fifth Norfolk
Braintree,-,5A,Total Votes Cast,1249,State Representative,Fifth Norfolk
Braintree,-,5B,Mark J. Cusack,889,State Representative,Fifth Norfolk
Braintree,-,5B,All Others,27,State Representative,Fifth Norfolk
Braintree,-,5B,Blanks,433,State Representative,Fifth Norfolk
Braintree,-,5B,Total Votes Cast,1349,State Representative,Fifth Norfolk
Braintree,-,6A,Mark J. Cusack,970,State Representative,Fifth Norfolk
Braintree,-,6A,All Others,31,State Representative,Fifth Norfolk
Braintree,-,6A,Blanks,486,State Representative,Fifth Norfolk
Braintree,-,6A,Total Votes Cast,1487,State Representative,Fifth Norfolk
Braintree,-,6B,Mark J. Cusack,953,State Representative,Fifth Norfolk
Braintree,-,6B,All Others,27,State Representative,Fifth Norfolk
Braintree,-,6B,Blanks,446,State Representative,Fifth Norfolk
Braintree,-,6B,Total Votes Cast,1426,State Representative,Fifth Norfolk
Brewster,-,1,Christopher Richard Flanagan,1268,State Representative,First Barnstable
Brewster,-,1,Tracy A. Post,790,State Representative,First Barnstable
Brewster,-,1,"Abraham Kasparian, Jr.",34,State Representative,First Barnstable
Brewster,-,1,All Others,0,State Representative,First Barnstable
Brewster,-,1,Blanks,48,State Representative,First Barnstable
Brewster,-,1,Total Votes Cast,2140,State Representative,First Barnstable
Brewster,-,2,Christopher Richard Flanagan,1168,State Representative,First Barnstable
Brewster,-,2,Tracy A. Post,657,State Representative,First Barnstable
Brewster,-,2,"Abraham Kasparian, Jr.",24,State Representative,First Barnstable
Brewster,-,2,All Others,0,State Representative,First Barnstable
Brewster,-,2,Blanks,53,State Representative,First Barnstable
Brewster,-,2,Total Votes Cast,1902,State Representative,First Barnstable
Brewster,-,3,Christopher Richard Flanagan,1154,State Representative,First Barnstable
Brewster,-,3,Tracy A. Post,732,State Representative,First Barnstable
Brewster,-,3,"Abraham Kasparian, Jr.",29,State Representative,First Barnstable
Brewster,-,3,All Others,0,State Representative,First Barnstable
Brewster,-,3,Blanks,39,State Representative,First Barnstable
Brewster,-,3,Total Votes Cast,1954,State Representative,First Barnstable
Bridgewater,-,1,Angelo L. D'Emilia,855,State Representative,Eighth Plymouth
Bridgewater,-,1,Eric J. Haikola,512,State Representative,Eighth Plymouth
Bridgewater,-,1,All Others,0,State Representative,Eighth Plymouth
Bridgewater,-,1,Blanks,57,State Representative,Eighth Plymouth
Bridgewater,-,1,Total Votes Cast,1424,State Representative,Eighth Plymouth
Bridgewater,-,2,Angelo L. D'Emilia,865,State Representative,Eighth Plymouth
Bridgewater,-,2,Eric J. Haikola,504,State Representative,Eighth Plymouth
Bridgewater,-,2,All Others,0,State Representative,Eighth Plymouth
Bridgewater,-,2,Blanks,54,State Representative,Eighth Plymouth
Bridgewater,-,2,Total Votes Cast,1423,State Representative,Eighth Plymouth
Bridgewater,-,3,Angelo L. D'Emilia,1069,State Representative,Eighth Plymouth
Bridgewater,-,3,Eric J. Haikola,605,State Representative,Eighth Plymouth
Bridgewater,-,3,All Others,0,State Representative,Eighth Plymouth
Bridgewater,-,3,Blanks,60,State Representative,Eighth Plymouth
Bridgewater,-,3,Total Votes Cast,1734,State Representative,Eighth Plymouth
Bridgewater,-,4,Angelo L. D'Emilia,489,State Representative,Eighth Plymouth
Bridgewater,-,4,Eric J. Haikola,265,State Representative,Eighth Plymouth
Bridgewater,-,4,All Others,0,State Representative,Eighth Plymouth
Bridgewater,-,4,Blanks,32,State Representative,Eighth Plymouth
Bridgewater,-,4,Total Votes Cast,786,State Representative,Eighth Plymouth
Bridgewater,-,5,Angelo L. D'Emilia,57,State Representative,Eighth Plymouth
Bridgewater,-,5,Eric J. Haikola,81,State Representative,Eighth Plymouth
Bridgewater,-,5,All Others,0,State Representative,Eighth Plymouth
Bridgewater,-,5,Blanks,4,State Representative,Eighth Plymouth
Bridgewater,-,5,Total Votes Cast,142,State Representative,Eighth Plymouth
Bridgewater,-,6,Angelo L. D'Emilia,534,State Representative,Eighth Plymouth
Bridgewater,-,6,Eric J. Haikola,344,State Representative,Eighth Plymouth
Bridgewater,-,6,All Others,0,State Representative,Eighth Plymouth
Bridgewater,-,6,Blanks,35,State Representative,Eighth Plymouth
Bridgewater,-,6,Total Votes Cast,913,State Representative,Eighth Plymouth
Bridgewater,-,7,Angelo L. D'Emilia,723,State Representative,Eighth Plymouth
Bridgewater,-,7,Eric J. Haikola,497,State Representative,Eighth Plymouth
Bridgewater,-,7,All Others,3,State Representative,Eighth Plymouth
Bridgewater,-,7,Blanks,47,State Representative,Eighth Plymouth
Bridgewater,-,7,Total Votes Cast,1270,State Representative,Eighth Plymouth
Bridgewater,-,8,Angelo L. D'Emilia,546,State Representative,Eighth Plymouth
Bridgewater,-,8,Eric J. Haikola,505,State Representative,Eighth Plymouth
Bridgewater,-,8,All Others,1,State Representative,Eighth Plymouth
Bridgewater,-,8,Blanks,38,State Representative,Eighth Plymouth
Bridgewater,-,8,Total Votes Cast,1090,State Representative,Eighth Plymouth
Bridgewater,-,9,Angelo L. D'Emilia,811,State Representative,Eighth Plymouth
Bridgewater,-,9,Eric J. Haikola,530,State Representative,Eighth Plymouth
Bridgewater,-,9,All Others,0,State Representative,Eighth Plymouth
Bridgewater,-,9,Blanks,52,State Representative,Eighth Plymouth
Bridgewater,-,9,Total Votes Cast,1393,State Representative,Eighth Plymouth
Brimfield,,,Todd M. Smola,1418,State Representative,First Hampden
Brimfield,,,All Others,22,State Representative,First Hampden
Brimfield,,,Blanks,302,State Representative,First Hampden
Brimfield,,,Total Votes Cast,1742,State Representative,First Hampden
Brockton,1,A,Rita A. Mendes,471,State Representative,Eleventh Plymouth
Brockton,1,A,Fred Fontaine,35,State Representative,Eleventh Plymouth
Brockton,1,A,All Others,0,State Representative,Eleventh Plymouth
Brockton,1,A,Blanks,74,State Representative,Eleventh Plymouth
Brockton,1,A,Total Votes Cast,580,State Representative,Eleventh Plymouth
Brockton,1,B,Gerard J. Cassidy,674,State Representative,Ninth Plymouth
Brockton,1,B,Lawrence P. Novak,207,State Representative,Ninth Plymouth
Brockton,1,B,All Others,14,State Representative,Ninth Plymouth
Brockton,1,B,Blanks,47,State Representative,Ninth Plymouth
Brockton,1,B,Total Votes Cast,942,State Representative,Ninth Plymouth
Brockton,1,C,Gerard J. Cassidy,524,State Representative,Ninth Plymouth
Brockton,1,C,Lawrence P. Novak,194,State Representative,Ninth Plymouth
Brockton,1,C,All Others,3,State Representative,Ninth Plymouth
Brockton,1,C,Blanks,34,State Representative,Ninth Plymouth
Brockton,1,C,Total Votes Cast,755,State Representative,Ninth Plymouth
Brockton,1,D,Gerard J. Cassidy,849,State Representative,Ninth Plymouth
Brockton,1,D,Lawrence P. Novak,324,State Representative,Ninth Plymouth
Brockton,1,D,All Others,0,State Representative,Ninth Plymouth
Brockton,1,D,Blanks,63,State Representative,Ninth Plymouth
Brockton,1,D,Total Votes Cast,1236,State Representative,Ninth Plymouth
Brockton,2,A,Rita A. Mendes,293,State Representative,Eleventh Plymouth
Brockton,2,A,Fred Fontaine,46,State Representative,Eleventh Plymouth
Brockton,2,A,All Others,2,State Representative,Eleventh Plymouth
Brockton,2,A,Blanks,38,State Representative,Eleventh Plymouth
Brockton,2,A,Total Votes Cast,379,State Representative,Eleventh Plymouth
Brockton,2,B,Rita A. Mendes,392,State Representative,Eleventh Plymouth
Brockton,2,B,Fred Fontaine,44,State Representative,Eleventh Plymouth
Brockton,2,B,All Others,3,State Representative,Eleventh Plymouth
Brockton,2,B,Blanks,44,State Representative,Eleventh Plymouth
Brockton,2,B,Total Votes Cast,483,State Representative,Eleventh Plymouth
Brockton,2,C,Rita A. Mendes,266,State Representative,Eleventh Plymouth
Brockton,2,C,Fred Fontaine,11,State Representative,Eleventh Plymouth
Brockton,2,C,All Others,1,State Representative,Eleventh Plymouth
Brockton,2,C,Blanks,45,State Representative,Eleventh Plymouth
Brockton,2,C,Total Votes Cast,323,State Representative,Eleventh Plymouth
Brockton,2,D,Rita A. Mendes,520,State Representative,Eleventh Plymouth
Brockton,2,D,Fred Fontaine,35,State Representative,Eleventh Plymouth
Brockton,2,D,All Others,2,State Representative,Eleventh Plymouth
Brockton,2,D,Blanks,102,State Representative,Eleventh Plymouth
Brockton,2,D,Total Votes Cast,659,State Representative,Eleventh Plymouth
Brockton,3,A,Rita A. Mendes,543,State Representative,Eleventh Plymouth
Brockton,3,A,Fred Fontaine,19,State Representative,Eleventh Plymouth
Brockton,3,A,All Others,3,State Representative,Eleventh Plymouth
Brockton,3,A,Blanks,102,State Representative,Eleventh Plymouth
Brockton,3,A,Total Votes Cast,667,State Representative,Eleventh Plymouth
Brockton,3,B,Rita A. Mendes,414,State Representative,Eleventh Plymouth
Brockton,3,B,Fred Fontaine,26,State Representative,Eleventh Plymouth
Brockton,3,B,All Others,7,State Representative,Eleventh Plymouth
Brockton,3,B,Blanks,58,State Representative,Eleventh Plymouth
Brockton,3,B,Total Votes Cast,505,State Representative,Eleventh Plymouth
Brockton,3,C,Gerard J. Cassidy,744,State Representative,Ninth Plymouth
Brockton,3,C,Lawrence P. Novak,302,State Representative,Ninth Plymouth
Brockton,3,C,All Others,3,State Representative,Ninth Plymouth
Brockton,3,C,Blanks,54,State Representative,Ninth Plymouth
Brockton,3,C,Total Votes Cast,1103,State Representative,Ninth Plymouth
Brockton,3,D,Gerard J. Cassidy,731,State Representative,Ninth Plymouth
Brockton,3,D,Lawrence P. Novak,336,State Representative,Ninth Plymouth
Brockton,3,D,All Others,0,State Representative,Ninth Plymouth
Brockton,3,D,Blanks,44,State Representative,Ninth Plymouth
Brockton,3,D,Total Votes Cast,1111,State Representative,Ninth Plymouth
Brockton,4,A,Michelle M. Dubois,245,State Representative,Tenth Plymouth
Brockton,4,A,All Others,2,State Representative,Tenth Plymouth
Brockton,4,A,Blanks,52,State Representative,Tenth Plymouth
Brockton,4,A,Total Votes Cast,299,State Representative,Tenth Plymouth
Brockton,4,B,Michelle M. Dubois,529,State Representative,Tenth Plymouth
Brockton,4,B,All Others,10,State Representative,Tenth Plymouth
Brockton,4,B,Blanks,129,State Representative,Tenth Plymouth
Brockton,4,B,Total Votes Cast,668,State Representative,Tenth Plymouth
Brockton,4,C,Michelle M. Dubois,654,State Representative,Tenth Plymouth
Brockton,4,C,All Others,3,State Representative,Tenth Plymouth
Brockton,4,C,Blanks,241,State Representative,Tenth Plymouth
Brockton,4,C,Total Votes Cast,898,State Representative,Tenth Plymouth
Brockton,4,D,Michelle M. Dubois,647,State Representative,Tenth Plymouth
Brockton,4,D,All Others,16,State Representative,Tenth Plymouth
Brockton,4,D,Blanks,225,State Representative,Tenth Plymouth
Brockton,4,D,Total Votes Cast,888,State Representative,Tenth Plymouth
Brockton,5,A,Michelle M. Dubois,355,State Representative,Tenth Plymouth
Brockton,5,A,All Others,6,State Representative,Tenth Plymouth
Brockton,5,A,Blanks,81,State Representative,Tenth Plymouth
Brockton,5,A,Total Votes Cast,442,State Representative,Tenth Plymouth
Brockton,5,B,Michelle M. Dubois,687,State Representative,Tenth Plymouth
Brockton,5,B,All Others,13,State Representative,Tenth Plymouth
Brockton,5,B,Blanks,195,State Representative,Tenth Plymouth
Brockton,5,B,Total Votes Cast,895,State Representative,Tenth Plymouth
Brockton,5,C,Michelle M. Dubois,488,State Representative,Tenth Plymouth
Brockton,5,C,All Others,3,State Representative,Tenth Plymouth
Brockton,5,C,Blanks,109,State Representative,Tenth Plymouth
Brockton,5,C,Total Votes Cast,600,State Representative,Tenth Plymouth
Brockton,5,D,Michelle M. Dubois,761,State Representative,Tenth Plymouth
Brockton,5,D,All Others,4,State Representative,Tenth Plymouth
Brockton,5,D,Blanks,251,State Representative,Tenth Plymouth
Brockton,5,D,Total Votes Cast,1016,State Representative,Tenth Plymouth
Brockton,6,A,Michelle M. Dubois,510,State Representative,Tenth Plymouth
Brockton,6,A,All Others,13,State Representative,Tenth Plymouth
Brockton,6,A,Blanks,131,State Representative,Tenth Plymouth
Brockton,6,A,Total Votes Cast,654,State Representative,Tenth Plymouth
Brockton,6,B,Michelle M. Dubois,715,State Representative,Tenth Plymouth
Brockton,6,B,All Others,20,State Representative,Tenth Plymouth
Brockton,6,B,Blanks,257,State Representative,Tenth Plymouth
Brockton,6,B,Total Votes Cast,992,State Representative,Tenth Plymouth
Brockton,6,C,Michelle M. Dubois,626,State Representative,Tenth Plymouth
Brockton,6,C,All Others,12,State Representative,Tenth Plymouth
Brockton,6,C,Blanks,174,State Representative,Tenth Plymouth
Brockton,6,C,Total Votes Cast,812,State Representative,Tenth Plymouth
Brockton,6,D,Michelle M. Dubois,814,State Representative,Tenth Plymouth
Brockton,6,D,All Others,1,State Representative,Tenth Plymouth
Brockton,6,D,Blanks,375,State Representative,Tenth Plymouth
Brockton,6,D,Total Votes Cast,1190,State Representative,Tenth Plymouth
Brockton,7,A,Rita A. Mendes,405,State Representative,Eleventh Plymouth
Brockton,7,A,Fred Fontaine,30,State Representative,Eleventh Plymouth
Brockton,7,A,All Others,10,State Representative,Eleventh Plymouth
Brockton,7,A,Blanks,58,State Representative,Eleventh Plymouth
Brockton,7,A,Total Votes Cast,503,State Representative,Eleventh Plymouth
Brockton,7,B,Rita A. Mendes,573,State Representative,Eleventh Plymouth
Brockton,7,B,Fred Fontaine,55,State Representative,Eleventh Plymouth
Brockton,7,B,All Others,13,State Representative,Eleventh Plymouth
Brockton,7,B,Blanks,108,State Representative,Eleventh Plymouth
Brockton,7,B,Total Votes Cast,749,State Representative,Eleventh Plymouth
Brockton,7,C,Rita A. Mendes,546,State Representative,Eleventh Plymouth
Brockton,7,C,Fred Fontaine,79,State Representative,Eleventh Plymouth
Brockton,7,C,All Others,6,State Representative,Eleventh Plymouth
Brockton,7,C,Blanks,96,State Representative,Eleventh Plymouth
Brockton,7,C,Total Votes Cast,727,State Representative,Eleventh Plymouth
Brockton,7,D,Rita A. Mendes,643,State Representative,Eleventh Plymouth
Brockton,7,D,Fred Fontaine,34,State Representative,Eleventh Plymouth
Brockton,7,D,All Others,6,State Representative,Eleventh Plymouth
Brockton,7,D,Blanks,138,State Representative,Eleventh Plymouth
Brockton,7,D,Total Votes Cast,821,State Representative,Eleventh Plymouth
Brookfield,,,"Donald R. Berthiaume, Jr",1139,State Representative,Fifth Worcester
Brookfield,,,All Others,29,State Representative,Fifth Worcester
Brookfield,,,Blanks,313,State Representative,Fifth Worcester
Brookfield,,,Total Votes Cast,1481,State Representative,Fifth Worcester
Brookline,-,1,Tommy Vitolo,928,State Representative,Fifteenth Norfolk
Brookline,-,1,All Others,19,State Representative,Fifteenth Norfolk
Brookline,-,1,Blanks,183,State Representative,Fifteenth Norfolk
Brookline,-,1,Total Votes Cast,1130,State Representative,Fifteenth Norfolk
Brookline,-,10,Tommy Vitolo,1114,State Representative,Fifteenth Norfolk
Brookline,-,10,All Others,15,State Representative,Fifteenth Norfolk
Brookline,-,10,Blanks,196,State Representative,Fifteenth Norfolk
Brookline,-,10,Total Votes Cast,1325,State Representative,Fifteenth Norfolk
Brookline,-,11,Tommy Vitolo,1161,State Representative,Fifteenth Norfolk
Brookline,-,11,All Others,13,State Representative,Fifteenth Norfolk
Brookline,-,11,Blanks,213,State Representative,Fifteenth Norfolk
Brookline,-,11,Total Votes Cast,1387,State Representative,Fifteenth Norfolk
Brookline,-,12,Tommy Vitolo,1249,State Representative,Fifteenth Norfolk
Brookline,-,12,All Others,18,State Representative,Fifteenth Norfolk
Brookline,-,12,Blanks,221,State Representative,Fifteenth Norfolk
Brookline,-,12,Total Votes Cast,1488,State Representative,Fifteenth Norfolk
Brookline,-,13,Kevin G. Honan,961,State Representative,Seventeenth Suffolk
Brookline,-,13,All Others,12,State Representative,Seventeenth Suffolk
Brookline,-,13,Blanks,221,State Representative,Seventeenth Suffolk
Brookline,-,13,Total Votes Cast,1194,State Representative,Seventeenth Suffolk
Brookline,-,13A,Ruth B. Balser,174,State Representative,Twelfth Middlesex
Brookline,-,13A,All Others,1,State Representative,Twelfth Middlesex
Brookline,-,13A,Blanks,38,State Representative,Twelfth Middlesex
Brookline,-,13A,Total Votes Cast,213,State Representative,Twelfth Middlesex
Brookline,-,14,Ruth B. Balser,905,State Representative,Twelfth Middlesex
Brookline,-,14,All Others,13,State Representative,Twelfth Middlesex
Brookline,-,14,Blanks,305,State Representative,Twelfth Middlesex
Brookline,-,14,Total Votes Cast,1223,State Representative,Twelfth Middlesex
Brookline,-,14A,Kevin G. Honan,232,State Representative,Seventeenth Suffolk
Brookline,-,14A,All Others,1,State Representative,Seventeenth Suffolk
Brookline,-,14A,Blanks,93,State Representative,Seventeenth Suffolk
Brookline,-,14A,Total Votes Cast,326,State Representative,Seventeenth Suffolk
Brookline,-,15,Ruth B. Balser,1128,State Representative,Twelfth Middlesex
Brookline,-,15,All Others,3,State Representative,Twelfth Middlesex
Brookline,-,15,Blanks,400,State Representative,Twelfth Middlesex
Brookline,-,15,Total Votes Cast,1531,State Representative,Twelfth Middlesex
Brookline,-,17,Tommy Vitolo,981,State Representative,Fifteenth Norfolk
Brookline,-,17,All Others,15,State Representative,Fifteenth Norfolk
Brookline,-,17,Blanks,154,State Representative,Fifteenth Norfolk
Brookline,-,17,Total Votes Cast,1150,State Representative,Fifteenth Norfolk
Brookline,-,2,Tommy Vitolo,592,State Representative,Fifteenth Norfolk
Brookline,-,2,All Others,9,State Representative,Fifteenth Norfolk
Brookline,-,2,Blanks,101,State Representative,Fifteenth Norfolk
Brookline,-,2,Total Votes Cast,702,State Representative,Fifteenth Norfolk
Brookline,-,3,Tommy Vitolo,1070,State Representative,Fifteenth Norfolk
Brookline,-,3,All Others,13,State Representative,Fifteenth Norfolk
Brookline,-,3,Blanks,191,State Representative,Fifteenth Norfolk
Brookline,-,3,Total Votes Cast,1274,State Representative,Fifteenth Norfolk
Brookline,-,4,Tommy Vitolo,808,State Representative,Fifteenth Norfolk
Brookline,-,4,All Others,16,State Representative,Fifteenth Norfolk
Brookline,-,4,Blanks,168,State Representative,Fifteenth Norfolk
Brookline,-,4,Total Votes Cast,992,State Representative,Fifteenth Norfolk
Brookline,-,5,Ruth B. Balser,521,State Representative,Twelfth Middlesex
Brookline,-,5,All Others,5,State Representative,Twelfth Middlesex
Brookline,-,5,Blanks,124,State Representative,Twelfth Middlesex
Brookline,-,5,Total Votes Cast,650,State Representative,Twelfth Middlesex
Brookline,-,5A,Tommy Vitolo,578,State Representative,Fifteenth Norfolk
Brookline,-,5A,All Others,8,State Representative,Fifteenth Norfolk
Brookline,-,5A,Blanks,102,State Representative,Fifteenth Norfolk
Brookline,-,5A,Total Votes Cast,688,State Representative,Fifteenth Norfolk
Brookline,-,6,Tommy Vitolo,1211,State Representative,Fifteenth Norfolk
Brookline,-,6,All Others,18,State Representative,Fifteenth Norfolk
Brookline,-,6,Blanks,213,State Representative,Fifteenth Norfolk
Brookline,-,6,Total Votes Cast,1442,State Representative,Fifteenth Norfolk
Brookline,-,7,Tommy Vitolo,994,State Representative,Fifteenth Norfolk
Brookline,-,7,All Others,19,State Representative,Fifteenth Norfolk
Brookline,-,7,Blanks,189,State Representative,Fifteenth Norfolk
Brookline,-,7,Total Votes Cast,1202,State Representative,Fifteenth Norfolk
Brookline,-,8,Tommy Vitolo,1081,State Representative,Fifteenth Norfolk
Brookline,-,8,All Others,17,State Representative,Fifteenth Norfolk
Brookline,-,8,Blanks,175,State Representative,Fifteenth Norfolk
Brookline,-,8,Total Votes Cast,1273,State Representative,Fifteenth Norfolk
Brookline,-,9,Tommy Vitolo,1139,State Representative,Fifteenth Norfolk
Brookline,-,9,All Others,10,State Representative,Fifteenth Norfolk
Brookline,-,9,Blanks,195,State Representative,Fifteenth Norfolk
Brookline,-,9,Total Votes Cast,1344,State Representative,Fifteenth Norfolk
Brookline,,,Edward Francis Coppinger,1071,State Representative,Tenth Suffolk
Brookline,,,All Others,7,State Representative,Tenth Suffolk
Brookline,,,Blanks,291,State Representative,Tenth Suffolk
Brookline,,,Total Votes Cast,1369,State Representative,Tenth Suffolk
Buckland,,,Natalie M. Blais,763,State Representative,First Franklin
Buckland,,,All Others,12,State Representative,First Franklin
Buckland,,,Blanks,143,State Representative,First Franklin
Buckland,,,Total Votes Cast,918,State Representative,First Franklin
Burlington,-,1,Kenneth I. Gordon,1138,State Representative,Twenty-First Middlesex
Burlington,-,1,All Others,55,State Representative,Twenty-First Middlesex
Burlington,-,1,Blanks,632,State Representative,Twenty-First Middlesex
Burlington,-,1,Total Votes Cast,1825,State Representative,Twenty-First Middlesex
Burlington,-,2,Kenneth I. Gordon,725,State Representative,Twenty-First Middlesex
Burlington,-,2,All Others,29,State Representative,Twenty-First Middlesex
Burlington,-,2,Blanks,293,State Representative,Twenty-First Middlesex
Burlington,-,2,Total Votes Cast,1047,State Representative,Twenty-First Middlesex
Burlington,-,3,Kenneth I. Gordon,1034,State Representative,Twenty-First Middlesex
Burlington,-,3,All Others,28,State Representative,Twenty-First Middlesex
Burlington,-,3,Blanks,507,State Representative,Twenty-First Middlesex
Burlington,-,3,Total Votes Cast,1569,State Representative,Twenty-First Middlesex
Burlington,-,4,Kenneth I. Gordon,875,State Representative,Twenty-First Middlesex
Burlington,-,4,All Others,29,State Representative,Twenty-First Middlesex
Burlington,-,4,Blanks,354,State Representative,Twenty-First Middlesex
Burlington,-,4,Total Votes Cast,1258,State Representative,Twenty-First Middlesex
Burlington,-,5,Kenneth I. Gordon,1204,State Representative,Twenty-First Middlesex
Burlington,-,5,All Others,54,State Representative,Twenty-First Middlesex
Burlington,-,5,Blanks,635,State Representative,Twenty-First Middlesex
Burlington,-,5,Total Votes Cast,1893,State Representative,Twenty-First Middlesex
Burlington,-,6,Kenneth I. Gordon,1146,State Representative,Twenty-First Middlesex
Burlington,-,6,All Others,45,State Representative,Twenty-First Middlesex
Burlington,-,6,Blanks,578,State Representative,Twenty-First Middlesex
Burlington,-,6,Total Votes Cast,1769,State Representative,Twenty-First Middlesex
Burlington,-,7,Kenneth I. Gordon,1041,State Representative,Twenty-First Middlesex
Burlington,-,7,All Others,34,State Representative,Twenty-First Middlesex
Burlington,-,7,Blanks,409,State Representative,Twenty-First Middlesex
Burlington,-,7,Total Votes Cast,1484,State Representative,Twenty-First Middlesex
Cambridge,1,1,Daniel Joseph Ryan,530,State Representative,Second Suffolk
Cambridge,1,1,All Others,3,State Representative,Second Suffolk
Cambridge,1,1,Blanks,95,State Representative,Second Suffolk
Cambridge,1,1,Total Votes Cast,628,State Representative,Second Suffolk
Cambridge,1,2,Daniel Joseph Ryan,240,State Representative,Second Suffolk
Cambridge,1,2,All Others,3,State Representative,Second Suffolk
Cambridge,1,2,Blanks,59,State Representative,Second Suffolk
Cambridge,1,2,Total Votes Cast,302,State Representative,Second Suffolk
Cambridge,1,2A,Michael J. Moran,20,State Representative,Eighteenth Suffolk
Cambridge,1,2A,All Others,1,State Representative,Eighteenth Suffolk
Cambridge,1,2A,Blanks,6,State Representative,Eighteenth Suffolk
Cambridge,1,2A,Total Votes Cast,27,State Representative,Eighteenth Suffolk
Cambridge,1,3,Mike Connolly,924,State Representative,Twenty-Sixth Middlesex
Cambridge,1,3,All Others,7,State Representative,Twenty-Sixth Middlesex
