city_town,ward,precinct,receiver,votes,office,district
Abington,-,1,Alyson M. Sullivan-Almeida,1498,State Representative,Seventh Plymouth
Abington,-,1,All Others,19,State Representative,Seventh Plymouth
Abington,-,1,Blanks,484,State Representative,Seventh Plymouth
Abington,-,1,Total Votes Cast,2001,State Representative,Seventh Plymouth
Abington,-,1,John F. Keenan,1433,State Senate,Norfolk and Plymouth
Abington,-,1,All Others,10,State Senate,Norfolk and Plymouth
Abington,-,1,Blanks,558,State Senate,Norfolk and Plymouth
Abington,-,1,Total Votes Cast,2001,State Senate,Norfolk and Plymouth
Abington,-,2,Alyson M. Sullivan-Almeida,1325,State Representative,Seventh Plymouth
Abington,-,2,All Others,8,State Representative,Seventh Plymouth
Abington,-,2,Blanks,441,State Representative,Seventh Plymouth
Abington,-,2,Total Votes Cast,1774,State Representative,Seventh Plymouth
Abington,-,2,John F. Keenan,1240,State Senate,Norfolk and Plymouth
Abington,-,2,All Others,13,State Senate,Norfolk and Plymouth
Abington,-,2,Blanks,521,State Senate,Norfolk and Plymouth
Abington,-,2,Total Votes Cast,1774,State Senate,Norfolk and Plymouth
Abington,-,3,Alyson M. Sullivan-Almeida,1442,State Representative,Seventh Plymouth
Abington,-,3,All Others,17,State Representative,Seventh Plymouth
Abington,-,3,Blanks,450,State Representative,Seventh Plymouth
Abington,-,3,Total Votes Cast,1909,State Representative,Seventh Plymouth
Abington,-,3,John F. Keenan,1327,State Senate,Norfolk and Plymouth
Abington,-,3,All Others,11,State Senate,Norfolk and Plymouth
Abington,-,3,Blanks,571,State Senate,Norfolk and Plymouth
Abington,-,3,Total Votes Cast,1909,State Senate,Norfolk and Plymouth
Abington,-,4,Alyson M. Sullivan-Almeida,1526,State Representative,Seventh Plymouth
Abington,-,4,All Others,10,State Representative,Seventh Plymouth
Abington,-,4,Blanks,466,State Representative,Seventh Plymouth
Abington,-,4,Total Votes Cast,2002,State Representative,Seventh Plymouth
Abington,-,4,John F. Keenan,1457,State Senate,Norfolk and Plymouth
Abington,-,4,All Others,18,State Senate,Norfolk and Plymouth
Abington,-,4,Blanks,527,State Senate,Norfolk and Plymouth
Abington,-,4,Total Votes Cast,2002,State Senate,Norfolk and Plymouth
Abington,-,5,Alyson M. Sullivan-Almeida,1514,State Representative,Seventh Plymouth
Abington,-,5,All Others,12,State Representative,Seventh Plymouth
Abington,-,5,Blanks,463,State Representative,Seventh Plymouth
Abington,-,5,Total Votes Cast,1989,State Representative,Seventh Plymouth
Abington,-,5,John F. Keenan,1439,State Senate,Norfolk and Plymouth
Abington,-,5,All Others,15,State Senate,Norfolk and Plymouth
Abington,-,5,Blanks,535,State Senate,Norfolk and Plymouth
Abington,-,5,Total Votes Cast,1989,State Senate,Norfolk and Plymouth
Acton,-,1,Simon Cataldo,1144,State Representative,Fourteenth Middlesex
Acton,-,1,All Others,27,State Representative,Fourteenth Middlesex
Acton,-,1,Blanks,302,State Representative,Fourteenth Middlesex
Acton,-,1,Total Votes Cast,1473,State Representative,Fourteenth Middlesex
Acton,-,1,James B. Eldridge,1166,State Senate,Middlesex and Worcester
Acton,-,1,All Others,23,State Senate,Middlesex and Worcester
Acton,-,1,Blanks,284,State Senate,Middlesex and Worcester
Acton,-,1,Total Votes Cast,1473,State Senate,Middlesex and Worcester
Acton,-,2,Simon Cataldo,1561,State Representative,Fourteenth Middlesex
Acton,-,2,All Others,25,State Representative,Fourteenth Middlesex
Acton,-,2,Blanks,418,State Representative,Fourteenth Middlesex
Acton,-,2,Total Votes Cast,2004,State Representative,Fourteenth Middlesex
Acton,-,2,James B. Eldridge,1577,State Senate,Middlesex and Worcester
Acton,-,2,All Others,31,State Senate,Middlesex and Worcester
Acton,-,2,Blanks,396,State Senate,Middlesex and Worcester
Acton,-,2,Total Votes Cast,2004,State Senate,Middlesex and Worcester
Acton,-,3,Danillo A. Sena,1778,State Representative,Thirty-Seventh Middlesex
Acton,-,3,All Others,29,State Representative,Thirty-Seventh Middlesex
Acton,-,3,Blanks,434,State Representative,Thirty-Seventh Middlesex
Acton,-,3,Total Votes Cast,2241,State Representative,Thirty-Seventh Middlesex
Acton,-,3,James B. Eldridge,1802,State Senate,Middlesex and Worcester
Acton,-,3,All Others,40,State Senate,Middlesex and Worcester
Acton,-,3,Blanks,399,State Senate,Middlesex and Worcester
Acton,-,3,Total Votes Cast,2241,State Senate,Middlesex and Worcester
Acton,-,4,Danillo A. Sena,1664,State Representative,Thirty-Seventh Middlesex
Acton,-,4,All Others,28,State Representative,Thirty-Seventh Middlesex
Acton,-,4,Blanks,365,State Representative,Thirty-Seventh Middlesex
Acton,-,4,Total Votes Cast,2057,State Representative,Thirty-Seventh Middlesex
Acton,-,4,James B. Eldridge,1691,State Senate,Middlesex and Worcester
Acton,-,4,All Others,32,State Senate,Middlesex and Worcester
Acton,-,4,Blanks,334,State Senate,Middlesex and Worcester
Acton,-,4,Total Votes Cast,2057,State Senate,Middlesex and Worcester
Acton,-,5,Danillo A. Sena,1589,State Representative,Thirty-Seventh Middlesex
Acton,-,5,All Others,20,State Representative,Thirty-Seventh Middlesex
Acton,-,5,Blanks,391,State Representative,Thirty-Seventh Middlesex
Acton,-,5,Total Votes Cast,2000,State Representative,Thirty-Seventh Middlesex
Acton,-,5,James B. Eldridge,1611,State Senate,Middlesex and Worcester
Acton,-,5,All Others,27,State Senate,Middlesex and Worcester
Acton,-,5,Blanks,362,State Senate,Middlesex and Worcester
Acton,-,5,Total Votes Cast,2000,State Senate,Middlesex and Worcester
Acton,-,6,Simon Cataldo,1097,State Representative,Fourteenth Middlesex
Acton,-,6,All Others,23,State Representative,Fourteenth Middlesex
Acton,-,6,Blanks,255,State Representative,Fourteenth Middlesex
Acton,-,6,Total Votes Cast,1375,State Representative,Fourteenth Middlesex
Acton,-,6,James B. Eldridge,1120,State Senate,Middlesex and Worcester
Acton,-,6,All Others,22,State Senate,Middlesex and Worcester
Acton,-,6,Blanks,233,State Senate,Middlesex and Worcester
Acton,-,6,Total Votes Cast,1375,State Senate,Middlesex and Worcester
Acton,-,6A,Danillo A. Sena,473,State Representative,Thirty-Seventh Middlesex
Acton,-,6A,All Others,11,State Representative,Thirty-Seventh Middlesex
Acton,-,6A,Blanks,100,State Representative,Thirty-Seventh Middlesex
Acton,-,6A,Total Votes Cast,584,State Representative,Thirty-Seventh Middlesex
Acton,-,6A,James B. Eldridge,486,State Senate,Middlesex and Worcester
Acton,-,6A,All Others,13,State Senate,Middlesex and Worcester
Acton,-,6A,Blanks,85,State Senate,Middlesex and Worcester
Acton,-,6A,Total Votes Cast,584,State Senate,Middlesex and Worcester
Acton,-,7,Simon Cataldo,1224,State Representative,Fourteenth Middlesex
Acton,-,7,All Others,20,State Representative,Fourteenth Middlesex
Acton,-,7,Blanks,353,State Representative,Fourteenth Middlesex
Acton,-,7,Total Votes Cast,1597,State Representative,Fourteenth Middlesex
Acton,-,7,James B. Eldridge,1229,State Senate,Middlesex and Worcester
Acton,-,7,All Others,31,State Senate,Middlesex and Worcester
Acton,-,7,Blanks,337,State Senate,Middlesex and Worcester
Acton,-,7,Total Votes Cast,1597,State Senate,Middlesex and Worcester
Acushnet,-,1,Mark David Sylvia,774,State Representative,Tenth Bristol
Acushnet,-,1,Joseph M. Pires,1041,State Representative,Tenth Bristol
Acushnet,-,1,All Others,6,State Representative,Tenth Bristol
Acushnet,-,1,Blanks,109,State Representative,Tenth Bristol
Acushnet,-,1,Total Votes Cast,1930,State Representative,Tenth Bristol
Acushnet,-,1,Mark C. Montigny,1395,State Senate,Second Bristol and Plymouth
Acushnet,-,1,All Others,34,State Senate,Second Bristol and Plymouth
Acushnet,-,1,Blanks,501,State Senate,Second Bristol and Plymouth
Acushnet,-,1,Total Votes Cast,1930,State Senate,Second Bristol and Plymouth
Acushnet,-,2,Steven J. Ouellette,378,State Representative,Eighth Bristol
Acushnet,-,2,Christopher Thrasher,444,State Representative,Eighth Bristol
Acushnet,-,2,Jesse St. W. Gelais,876,State Representative,Eighth Bristol
Acushnet,-,2,"Manuel Soares, Jr",42,State Representative,Eighth Bristol
Acushnet,-,2,Laura A. Hadley,70,State Representative,Eighth Bristol
Acushnet,-,2,All Others,0,State Representative,Eighth Bristol
Acushnet,-,2,Blanks,108,State Representative,Eighth Bristol
Acushnet,-,2,Total Votes Cast,1918,State Representative,Eighth Bristol
Acushnet,-,2,Mark C. Montigny,1331,State Senate,Second Bristol and Plymouth
Acushnet,-,2,All Others,34,State Senate,Second Bristol and Plymouth
Acushnet,-,2,Blanks,553,State Senate,Second Bristol and Plymouth
Acushnet,-,2,Total Votes Cast,1918,State Senate,Second Bristol and Plymouth
Acushnet,-,2A,Mark David Sylvia,90,State Representative,Tenth Bristol
Acushnet,-,2A,Joseph M. Pires,122,State Representative,Tenth Bristol
Acushnet,-,2A,All Others,1,State Representative,Tenth Bristol
Acushnet,-,2A,Blanks,20,State Representative,Tenth Bristol
Acushnet,-,2A,Total Votes Cast,233,State Representative,Tenth Bristol
Acushnet,-,2A,Mark C. Montigny,170,State Senate,Second Bristol and Plymouth
Acushnet,-,2A,All Others,3,State Senate,Second Bristol and Plymouth
Acushnet,-,2A,Blanks,60,State Senate,Second Bristol and Plymouth
Acushnet,-,2A,Total Votes Cast,233,State Senate,Second Bristol and Plymouth
Acushnet,-,3,Steven J. Ouellette,444,State Representative,Eighth Bristol
Acushnet,-,3,Christopher Thrasher,503,State Representative,Eighth Bristol
Acushnet,-,3,Jesse St. W. Gelais,1022,State Representative,Eighth Bristol
Acushnet,-,3,"Manuel Soares, Jr",54,State Representative,Eighth Bristol
Acushnet,-,3,Laura A. Hadley,47,State Representative,Eighth Bristol
Acushnet,-,3,All Others,2,State Representative,Eighth Bristol
Acushnet,-,3,Blanks,118,State Representative,Eighth Bristol
Acushnet,-,3,Total Votes Cast,2190,State Representative,Eighth Bristol
Acushnet,-,3,Mark C. Montigny,1592,State Senate,Second Bristol and Plymouth
Acushnet,-,3,All Others,23,State Senate,Second Bristol and Plymouth
Acushnet,-,3,Blanks,575,State Senate,Second Bristol and Plymouth
Acushnet,-,3,Total Votes Cast,2190,State Senate,Second Bristol and Plymouth
Adams,-,1,"John P. Barrett, III",625,State Representative,First Berkshire
Adams,-,1,All Others,4,State Representative,First Berkshire
Adams,-,1,Blanks,136,State Representative,First Berkshire
Adams,-,1,Total Votes Cast,765,State Representative,First Berkshire
Adams,-,1,Paul W. Mark,496,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,1,David A. Rosa,221,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,1,All Others,1,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,1,Blanks,47,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,1,Total Votes Cast,765,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,2,"John P. Barrett, III",789,State Representative,First Berkshire
Adams,-,2,All Others,9,State Representative,First Berkshire
Adams,-,2,Blanks,126,State Representative,First Berkshire
Adams,-,2,Total Votes Cast,924,State Representative,First Berkshire
Adams,-,2,Paul W. Mark,578,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,2,David A. Rosa,299,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,2,All Others,1,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,2,Blanks,46,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,2,Total Votes Cast,924,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,3,"John P. Barrett, III",744,State Representative,First Berkshire
Adams,-,3,All Others,2,State Representative,First Berkshire
Adams,-,3,Blanks,169,State Representative,First Berkshire
Adams,-,3,Total Votes Cast,915,State Representative,First Berkshire
Adams,-,3,Paul W. Mark,559,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,3,David A. Rosa,301,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,3,All Others,4,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,3,Blanks,51,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,3,Total Votes Cast,915,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,4,"John P. Barrett, III",651,State Representative,First Berkshire
Adams,-,4,All Others,3,State Representative,First Berkshire
Adams,-,4,Blanks,148,State Representative,First Berkshire
Adams,-,4,Total Votes Cast,802,State Representative,First Berkshire
Adams,-,4,Paul W. Mark,500,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,4,David A. Rosa,244,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,4,All Others,0,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,4,Blanks,58,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,4,Total Votes Cast,802,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,5,"John P. Barrett, III",823,State Representative,First Berkshire
Adams,-,5,All Others,11,State Representative,First Berkshire
Adams,-,5,Blanks,155,State Representative,First Berkshire
Adams,-,5,Total Votes Cast,989,State Representative,First Berkshire
Adams,-,5,Paul W. Mark,649,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,5,David A. Rosa,290,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,5,All Others,0,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,5,Blanks,50,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,5,Total Votes Cast,989,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Agawam,-,1,Michael J. Finn,1202,State Representative,Sixth Hampden
Agawam,-,1,All Others,16,State Representative,Sixth Hampden
Agawam,-,1,Blanks,528,State Representative,Sixth Hampden
Agawam,-,1,Total Votes Cast,1746,State Representative,Sixth Hampden
Agawam,-,1,John C. Velis,1271,State Senate,Hampden and Hampshire
Agawam,-,1,All Others,4,State Senate,Hampden and Hampshire
Agawam,-,1,Blanks,471,State Senate,Hampden and Hampshire
Agawam,-,1,Total Votes Cast,1746,State Senate,Hampden and Hampshire
Agawam,-,2,Nicholas A. Boldyga,1688,State Representative,Third Hampden
Agawam,-,2,All Others,21,State Representative,Third Hampden
Agawam,-,2,Blanks,481,State Representative,Third Hampden
Agawam,-,2,Total Votes Cast,2190,State Representative,Third Hampden
Agawam,-,2,John C. Velis,1541,State Senate,Hampden and Hampshire
Agawam,-,2,All Others,12,State Senate,Hampden and Hampshire
Agawam,-,2,Blanks,637,State Senate,Hampden and Hampshire
Agawam,-,2,Total Votes Cast,2190,State Senate,Hampden and Hampshire
Agawam,-,3,Nicholas A. Boldyga,1430,State Representative,Third Hampden
Agawam,-,3,All Others,21,State Representative,Third Hampden
Agawam,-,3,Blanks,468,State Representative,Third Hampden
Agawam,-,3,Total Votes Cast,1919,State Representative,Third Hampden
Agawam,-,3,John C. Velis,1359,State Senate,Hampden and Hampshire
Agawam,-,3,All Others,5,State Senate,Hampden and Hampshire
Agawam,-,3,Blanks,555,State Senate,Hampden and Hampshire
Agawam,-,3,Total Votes Cast,1919,State Senate,Hampden and Hampshire
Agawam,-,4,Nicholas A. Boldyga,1243,State Representative,Third Hampden
Agawam,-,4,All Others,8,State Representative,Third Hampden
Agawam,-,4,Blanks,403,State Representative,Third Hampden
Agawam,-,4,Total Votes Cast,1654,State Representative,Third Hampden
Agawam,-,4,John C. Velis,1179,State Senate,Hampden and Hampshire
Agawam,-,4,All Others,9,State Senate,Hampden and Hampshire
Agawam,-,4,Blanks,466,State Senate,Hampden and Hampshire
Agawam,-,4,Total Votes Cast,1654,State Senate,Hampden and Hampshire
Agawam,-,5,Nicholas A. Boldyga,1645,State Representative,Third Hampden
Agawam,-,5,All Others,15,State Representative,Third Hampden
Agawam,-,5,Blanks,519,State Representative,Third Hampden
Agawam,-,5,Total Votes Cast,2179,State Representative,Third Hampden
Agawam,-,5,John C. Velis,1540,State Senate,Hampden and Hampshire
Agawam,-,5,All Others,19,State Senate,Hampden and Hampshire
Agawam,-,5,Blanks,620,State Senate,Hampden and Hampshire
Agawam,-,5,Total Votes Cast,2179,State Senate,Hampden and Hampshire
Agawam,-,6,Nicholas A. Boldyga,1512,State Representative,Third Hampden
Agawam,-,6,All Others,9,State Representative,Third Hampden
Agawam,-,6,Blanks,451,State Representative,Third Hampden
Agawam,-,6,Total Votes Cast,1972,State Representative,Third Hampden
Agawam,-,6,John C. Velis,1398,State Senate,Hampden and Hampshire
Agawam,-,6,All Others,26,State Senate,Hampden and Hampshire
Agawam,-,6,Blanks,548,State Senate,Hampden and Hampshire
Agawam,-,6,Total Votes Cast,1972,State Senate,Hampden and Hampshire
Agawam,-,7,Nicholas A. Boldyga,1657,State Representative,Third Hampden
Agawam,-,7,All Others,13,State Representative,Third Hampden
Agawam,-,7,Blanks,469,State Representative,Third Hampden
Agawam,-,7,Total Votes Cast,2139,State Representative,Third Hampden
Agawam,-,7,John C. Velis,1472,State Senate,Hampden and Hampshire
Agawam,-,7,All Others,17,State Senate,Hampden and Hampshire
Agawam,-,7,Blanks,650,State Senate,Hampden and Hampshire
Agawam,-,7,Total Votes Cast,2139,State Senate,Hampden and Hampshire
Agawam,-,8,Nicholas A. Boldyga,1549,State Representative,Third Hampden
Agawam,-,8,All Others,10,State Representative,Third Hampden
Agawam,-,8,Blanks,474,State Representative,Third Hampden
Agawam,-,8,Total Votes Cast,2033,State Representative,Third Hampden
Agawam,-,8,John C. Velis,1448,State Senate,Hampden and Hampshire
Agawam,-,8,All Others,15,State Senate,Hampden and Hampshire
Agawam,-,8,Blanks,570,State Senate,Hampden and Hampshire
Agawam,-,8,Total Votes Cast,2033,State Senate,Hampden and Hampshire
Alford,-,1,Leigh Susan Davis,193,State Representative,Third Berkshire
Alford,-,1,Marybeth F. Mitts,106,State Representative,Third Berkshire
Alford,-,1,All Others,0,State Representative,Third Berkshire
Alford,-,1,Blanks,27,State Representative,Third Berkshire
Alford,-,1,Total Votes Cast,326,State Representative,Third Berkshire
Alford,-,1,Paul W. Mark,247,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Alford,-,1,David A. Rosa,45,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Alford,-,1,All Others,0,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Alford,-,1,Blanks,34,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Alford,-,1,Total Votes Cast,326,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Amesbury,-,1,Adrianne Pusateri Ramos,1437,State Representative,Fourteenth Essex
Amesbury,-,1,All Others,0,State Representative,Fourteenth Essex
Amesbury,-,1,Blanks,658,State Representative,Fourteenth Essex
Amesbury,-,1,Total Votes Cast,2095,State Representative,Fourteenth Essex
Amesbury,-,1,Barry R. Finegold,1499,State Senate,Second Essex and Middlesex
Amesbury,-,1,All Others,0,State Senate,Second Essex and Middlesex
Amesbury,-,1,Blanks,596,State Senate,Second Essex and Middlesex
Amesbury,-,1,Total Votes Cast,2095,State Senate,Second Essex and Middlesex
Amesbury,-,2,Dawne Frances Shand,1270,State Representative,First Essex
Amesbury,-,2,All Others,0,State Representative,First Essex
Amesbury,-,2,Blanks,450,State Representative,First Essex
Amesbury,-,2,Total Votes Cast,1720,State Representative,First Essex
Amesbury,-,2,Barry R. Finegold,1292,State Senate,Second Essex and Middlesex
Amesbury,-,2,All Others,0,State Senate,Second Essex and Middlesex
Amesbury,-,2,Blanks,428,State Senate,Second Essex and Middlesex
Amesbury,-,2,Total Votes Cast,1720,State Senate,Second Essex and Middlesex
Amesbury,-,3,Dawne Frances Shand,1294,State Representative,First Essex
Amesbury,-,3,All Others,0,State Representative,First Essex
Amesbury,-,3,Blanks,508,State Representative,First Essex
Amesbury,-,3,Total Votes Cast,1802,State Representative,First Essex
Amesbury,-,3,Barry R. Finegold,1321,State Senate,Second Essex and Middlesex
Amesbury,-,3,All Others,0,State Senate,Second Essex and Middlesex
Amesbury,-,3,Blanks,481,State Senate,Second Essex and Middlesex
Amesbury,-,3,Total Votes Cast,1802,State Senate,Second Essex and Middlesex
Amesbury,-,4,Dawne Frances Shand,993,State Representative,First Essex
Amesbury,-,4,All Others,0,State Representative,First Essex
Amesbury,-,4,Blanks,436,State Representative,First Essex
Amesbury,-,4,Total Votes Cast,1429,State Representative,First Essex
Amesbury,-,4,Barry R. Finegold,1023,State Senate,Second Essex and Middlesex
Amesbury,-,4,All Others,0,State Senate,Second Essex and Middlesex
Amesbury,-,4,Blanks,406,State Senate,Second Essex and Middlesex
Amesbury,-,4,Total Votes Cast,1429,State Senate,Second Essex and Middlesex
Amesbury,-,5,Dawne Frances Shand,1300,State Representative,First Essex
Amesbury,-,5,All Others,0,State Representative,First Essex
Amesbury,-,5,Blanks,595,State Representative,First Essex
Amesbury,-,5,Total Votes Cast,1895,State Representative,First Essex
Amesbury,-,5,Barry R. Finegold,1330,State Senate,Second Essex and Middlesex
Amesbury,-,5,All Others,0,State Senate,Second Essex and Middlesex
Amesbury,-,5,Blanks,565,State Senate,Second Essex and Middlesex
Amesbury,-,5,Total Votes Cast,1895,State Senate,Second Essex and Middlesex
Amesbury,-,6,Adrianne Pusateri Ramos,1071,State Representative,Fourteenth Essex
Amesbury,-,6,All Others,0,State Representative,Fourteenth Essex
Amesbury,-,6,Blanks,409,State Representative,Fourteenth Essex
Amesbury,-,6,Total Votes Cast,1480,State Representative,Fourteenth Essex
Amesbury,-,6,Barry R. Finegold,1099,State Senate,Second Essex and Middlesex
Amesbury,-,6,All Others,0,State Senate,Second Essex and Middlesex
Amesbury,-,6,Blanks,381,State Senate,Second Essex and Middlesex
Amesbury,-,6,Total Votes Cast,1480,State Senate,Second Essex and Middlesex
Amherst,-,1A,Mindy Domb,896,State Representative,Third Hampshire
Amherst,-,1A,All Others,21,State Representative,Third Hampshire
Amherst,-,1A,Blanks,144,State Representative,Third Hampshire
Amherst,-,1A,Total Votes Cast,1061,State Representative,Third Hampshire
Amherst,-,1A,Jo Comerford,909,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1A,All Others,21,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1A,Blanks,131,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1A,Total Votes Cast,1061,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1B,Mindy Domb,463,State Representative,Third Hampshire
Amherst,-,1B,All Others,14,State Representative,Third Hampshire
Amherst,-,1B,Blanks,79,State Representative,Third Hampshire
Amherst,-,1B,Total Votes Cast,556,State Representative,Third Hampshire
Amherst,-,1B,Jo Comerford,465,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1B,All Others,14,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1B,Blanks,77,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1B,Total Votes Cast,556,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2A,Mindy Domb,550,State Representative,Third Hampshire
Amherst,-,2A,All Others,2,State Representative,Third Hampshire
Amherst,-,2A,Blanks,89,State Representative,Third Hampshire
Amherst,-,2A,Total Votes Cast,641,State Representative,Third Hampshire
Amherst,-,2A,Jo Comerford,539,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2A,All Others,4,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2A,Blanks,98,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2A,Total Votes Cast,641,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2B,Mindy Domb,1494,State Representative,Third Hampshire
Amherst,-,2B,All Others,21,State Representative,Third Hampshire
Amherst,-,2B,Blanks,229,State Representative,Third Hampshire
Amherst,-,2B,Total Votes Cast,1744,State Representative,Third Hampshire
Amherst,-,2B,Jo Comerford,1498,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2B,All Others,22,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2B,Blanks,224,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2B,Total Votes Cast,1744,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3A,Mindy Domb,501,State Representative,Third Hampshire
Amherst,-,3A,All Others,7,State Representative,Third Hampshire
Amherst,-,3A,Blanks,98,State Representative,Third Hampshire
Amherst,-,3A,Total Votes Cast,606,State Representative,Third Hampshire
Amherst,-,3A,Jo Comerford,512,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3A,All Others,4,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3A,Blanks,90,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3A,Total Votes Cast,606,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3B,Mindy Domb,1390,State Representative,Third Hampshire
Amherst,-,3B,All Others,22,State Representative,Third Hampshire
Amherst,-,3B,Blanks,220,State Representative,Third Hampshire
Amherst,-,3B,Total Votes Cast,1632,State Representative,Third Hampshire
Amherst,-,3B,Jo Comerford,1385,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3B,All Others,19,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3B,Blanks,228,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3B,Total Votes Cast,1632,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4A,Mindy Domb,739,State Representative,Third Hampshire
Amherst,-,4A,All Others,13,State Representative,Third Hampshire
Amherst,-,4A,Blanks,111,State Representative,Third Hampshire
Amherst,-,4A,Total Votes Cast,863,State Representative,Third Hampshire
Amherst,-,4A,Jo Comerford,741,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4A,All Others,10,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4A,Blanks,112,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4A,Total Votes Cast,863,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4B,Mindy Domb,460,State Representative,Third Hampshire
Amherst,-,4B,All Others,6,State Representative,Third Hampshire
Amherst,-,4B,Blanks,70,State Representative,Third Hampshire
Amherst,-,4B,Total Votes Cast,536,State Representative,Third Hampshire
Amherst,-,4B,Jo Comerford,467,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4B,All Others,4,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4B,Blanks,65,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4B,Total Votes Cast,536,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5A,Mindy Domb,586,State Representative,Third Hampshire
Amherst,-,5A,All Others,7,State Representative,Third Hampshire
Amherst,-,5A,Blanks,100,State Representative,Third Hampshire
Amherst,-,5A,Total Votes Cast,693,State Representative,Third Hampshire
Amherst,-,5A,Jo Comerford,592,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5A,All Others,5,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5A,Blanks,96,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5A,Total Votes Cast,693,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5B,Mindy Domb,2129,State Representative,Third Hampshire
Amherst,-,5B,All Others,19,State Representative,Third Hampshire
Amherst,-,5B,Blanks,263,State Representative,Third Hampshire
Amherst,-,5B,Total Votes Cast,2411,State Representative,Third Hampshire
Amherst,-,5B,Jo Comerford,2121,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5B,All Others,18,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5B,Blanks,272,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5B,Total Votes Cast,2411,State Senate,"Hampshire, Franklin and Worcester"
Andover,-,1,Tram T. Nguyen,1147,State Representative,Eighteenth Essex
Andover,-,1,All Others,13,State Representative,Eighteenth Essex
Andover,-,1,Blanks,290,State Representative,Eighteenth Essex
